0,1,2,3,4,label
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2110, 6]","[0, 40, 7]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2110, 9]","[0, 40, 11]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 8]","[0, 40, 9]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1775, 8]","[0, 40, 9]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 6]","[0, 40, 7]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2110, 5]","[0, 40, 6]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2078, 7]","[0, 40, 8]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1871, 5]","[0, 40, 6]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1871, 6]","[0, 40, 7]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 7]","[0, 40, 8]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2046, 7]","[0, 40, 9]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 17]","[0, 40, 18]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2046, 19]","[0, 40, 20]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1775, 7]","[0, 40, 8]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2014, 9]","[0, 40, 10]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 9]","[0, 40, 10]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 7]","[0, 40, 8]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2046, 9]","[0, 40, 11]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 8]","[0, 40, 9]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1807, 5]","[0, 40, 6]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2046, 10]","[0, 40, 12]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 10]","[0, 40, 11]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 8]","[1, 1871, 128]","[0, 40, 129]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 2046, 17]","[0, 40, 18]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 6]","[0, 40, 7]",222
"[1, 52, 0]","[0, 48, 9]","[1, 40, 10]","[1, 2110, 13]","[0, 40, 14]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2078, 6]","[0, 40, 7]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2014, 6]","[0, 40, 7]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2046, 7]","[0, 40, 8]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1807, 8]","[0, 40, 10]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 28]","[0, 40, 30]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 2078, 12]","[0, 40, 13]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1775, 10]","[0, 40, 11]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1839, 9]","[0, 40, 10]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 7]","[0, 40, 8]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1839, 7]","[0, 40, 9]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 9]","[0, 40, 11]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2078, 15]","[0, 40, 16]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2046, 7]","[0, 40, 8]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2078, 7]","[0, 40, 8]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 8]","[0, 40, 9]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 29]","[0, 40, 30]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 15]","[0, 40, 17]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 9]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 617, 9]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 16]","[0, 40, 17]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 7]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 558, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 558, 12]","[0, 40, 13]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 19]","[0, 40, 21]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 617, 10]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 26]","[0, 40, 27]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 558, 9]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 69]","[0, 40, 70]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 26]","[0, 40, 28]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 558, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 9]","[0, 40, 10]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 12]","[0, 40, 13]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 15]","[0, 40, 16]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 649, 8]","[0, 40, 9]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 585, 12]","[0, 40, 13]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 10]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 649, 15]","[0, 40, 15]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 13]","[0, 40, 13]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 558, 23]","[0, 40, 25]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 558, 6]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 20]","[0, 40, 21]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 649, 11]","[0, 40, 12]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 11]","[0, 40, 12]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 10]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 617, 9]","[0, 40, 10]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 7]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 10]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 558, 8]","[0, 40, 9]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 9]","[0, 40, 10]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 14]","[0, 40, 15]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 20]","[0, 40, 22]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 649, 9]","[0, 40, 10]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 617, 9]","[0, 40, 10]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 13]","[0, 40, 13]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 8]","[1, 585, 13]","[0, 40, 14]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 8]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 50]","[0, 40, 51]",220
"[1, 52, 0]","[0, 48, 8]","[1, 40, 9]","[1, 558, 14]","[0, 40, 15]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 11]","[0, 40, 12]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 8]","[1, 585, 16]","[0, 40, 17]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 9]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 8]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 17]","[0, 40, 18]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 5]","[1, 649, 41]","[0, 40, 42]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 9]","[0, 40, 10]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 19]","[0, 40, 20]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 11]","[0, 40, 12]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 649, 16]","[0, 40, 16]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 7]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 10]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 10]","[1, 558, 13]","[0, 40, 14]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 649, 9]","[0, 40, 10]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 558, 7]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 649, 14]","[0, 40, 16]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 7]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 617, 12]","[0, 40, 12]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 8]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 585, 10]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 40]","[0, 40, 42]",220
"[1, 52, 0]","[0, 48, 9]","[1, 40, 10]","[1, 617, 13]","[0, 40, 14]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 15]","[0, 40, 16]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 14]","[0, 40, 15]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 617, 119]","[0, 40, 120]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 558, 8]","[0, 40, 9]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 15]","[0, 40, 16]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 558, 10]","[0, 40, 12]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 13]","[0, 40, 16]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 13]","[0, 40, 14]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 3]","[1, 585, 7]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 10]","[0, 40, 11]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 89]","[1, 40, 90]","[1, 649, 92]","[0, 40, 98]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 6]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 8]","[0, 40, 9]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 21]","[0, 40, 22]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 12]","[0, 40, 13]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 7]","[0, 40, 8]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 30]","[0, 40, 31]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 617, 6]","[0, 40, 7]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 8]","[0, 40, 9]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 585, 12]","[0, 40, 14]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 13]","[0, 40, 14]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 649, 7]","[0, 40, 8]",220
"[1, 60, 0]","[0, 60, 10]","[1, 52, 10]","[1, 1819, 10]","[0, 52, 11]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 7]","[0, 52, 8]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 3]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1819, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 6]","[0, 52, 7]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 13]","[1, 52, 13]","[1, 1787, 14]","[0, 52, 18]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1819, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1819, 6]","[0, 52, 7]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 3]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1851, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 14]","[1, 52, 14]","[1, 1883, 14]","[0, 52, 17]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1787, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 3]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1787, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1819, 6]","[0, 52, 7]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1883, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1819, 6]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 3]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1787, 5]","[0, 52, 7]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1883, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 13]","[1, 52, 13]","[1, 1883, 13]","[0, 52, 22]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 19]","[1, 52, 19]","[1, 1819, 20]","[0, 52, 26]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1851, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1787, 6]","[0, 52, 10]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1787, 8]","[0, 52, 11]",122
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1787, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 7]","[0, 52, 8]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 9]","[1, 52, 9]","[1, 1883, 10]","[0, 52, 23]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 5]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1883, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 4]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 3]","[0, 52, 4]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 5]","[0, 52, 6]",122
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 7]","[0, 52, 8]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1962, 7]","[0, 52, 8]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 18]","[1, 52, 18]","[1, 1962, 19]","[0, 52, 32]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]",112
