0,1,2,3,4,5,6,7,8,9,label
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 6]","[0, 52, 7]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 1468, 14]",111
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1947, 8]","[0, 52, 10]","[0, 1500, 16]","[1, 52, 16]","[0, 1500, 16]","[1, 52, 16]","[0, 1467, 16]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1947, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 20]","[1, 52, 20]","[1, 1947, 22]","[0, 52, 28]","[0, 52, 28]","[0, 1500, 36]","[1, 52, 36]","[0, 1500, 36]","[1, 52, 36]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 1466, 10]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 13]","[1, 52, 13]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1466, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 1468, 12]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1467, 11]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 1467, 10]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1467, 11]",111
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1947, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]",111
"[1, 60, 0]","[0, 60, 9]","[1, 52, 9]","[1, 1947, 10]","[0, 52, 15]","[0, 52, 15]","[0, 1500, 22]","[1, 52, 22]","[0, 1500, 22]","[1, 52, 22]",111
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1947, 8]","[0, 52, 9]","[0, 1500, 15]","[1, 52, 15]","[0, 1500, 15]","[1, 52, 15]","[0, 1467, 15]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1467, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 1468, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 14]","[1, 52, 14]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1467, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1467, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1467, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1466, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 1467, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 4]","[0, 52, 4]","[0, 1500, 8]","[1, 52, 8]","[0, 1500, 8]","[1, 52, 8]","[0, 1467, 8]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[0, 1467, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 1467, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 9]","[1, 52, 9]","[1, 1947, 10]","[0, 52, 11]","[0, 1500, 16]","[1, 52, 16]","[0, 1500, 16]","[1, 52, 17]","[0, 1467, 17]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 8]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 1467, 13]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1467, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 1466, 11]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 1467, 12]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 1467, 9]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 1466, 10]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 5]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1468, 11]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 4]","[0, 52, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 7]","[0, 52, 9]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 1467, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 7]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 14]","[1, 52, 14]","[0, 1468, 14]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 10]","[1, 52, 10]","[0, 1466, 10]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 1466, 10]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 3]","[0, 52, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 13]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 11]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 665, 13]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",112
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1962, 7]","[0, 52, 8]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 664, 14]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[0, 663, 11]","[1, 52, 11]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",112
"[1, 60, 0]","[0, 60, 18]","[1, 52, 18]","[1, 1962, 19]","[0, 52, 32]","[0, 52, 32]","[0, 1500, 42]","[1, 52, 42]","[0, 1500, 42]","[1, 52, 42]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 8]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 665, 12]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 3]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 13]","[1, 52, 13]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[0, 663, 10]","[1, 52, 10]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 665, 13]",112
"[1, 60, 0]","[0, 60, 12]","[1, 52, 12]","[1, 1962, 13]","[0, 52, 20]","[0, 52, 20]","[0, 1500, 28]","[1, 52, 28]","[0, 1500, 28]","[1, 52, 28]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]",112
"[1, 60, 0]","[0, 60, 8]","[1, 52, 8]","[1, 1962, 9]","[0, 52, 9]","[0, 52, 10]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 664, 13]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 664, 13]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]",112
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1962, 9]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 15]","[1, 52, 15]","[0, 1500, 15]","[1, 52, 15]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[0, 664, 11]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]",112
"[1, 60, 0]","[0, 60, 17]","[1, 52, 17]","[1, 1962, 18]","[0, 52, 24]","[0, 52, 24]","[0, 1500, 34]","[1, 52, 35]","[0, 1500, 35]","[1, 52, 35]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 15]","[1, 52, 15]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 663, 13]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 13]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 12]","[1, 52, 12]","[0, 665, 12]",112
"[1, 60, 0]","[0, 60, 16]","[1, 52, 16]","[1, 1962, 17]","[0, 52, 22]","[0, 52, 22]","[0, 1500, 30]","[1, 52, 30]","[0, 1500, 30]","[1, 52, 30]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 12]","[1, 52, 12]","[0, 663, 12]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 15]","[1, 52, 15]","[0, 1500, 15]","[1, 52, 15]",112
