0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,mean_size,mean_relative_time,duration,label,,,Statistics per label,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 642, 14]","[1, 40, 15]","[1, 104, 36]","[0, 40, 38]","[0, 552, 39]","[1, 40, 50]","[1, 132, 167]","[0, 40, 168]","[0, 71, 169]","[1, 40, 180]","[1, 71, 200]","[0, 40, 201]",343.55,67,201,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 643, 15]","[1, 40, 16]","[1, 104, 62]","[0, 40, 64]","[0, 552, 66]","[1, 132, 66]","[0, 40, 66]","[1, 518, 67]","[0, 40, 67]","[0, 71, 68]","[1, 71, 68]","[0, 40, 69]",364.3,37.95,69,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1839, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 642, 13]","[1, 40, 14]","[1, 104, 39]","[0, 40, 40]","[0, 552, 42]","[1, 40, 53]","[1, 132, 162]","[0, 40, 163]","[1, 71, 164]","[1, 518, 164]","[0, 71, 165]","[0, 40, 165]",367.45,62,165,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2110, 8]","[0, 40, 9]","[0, 1415, 15]","[1, 104, 23]","[0, 40, 24]","[0, 552, 26]","[1, 132, 27]","[0, 40, 28]","[1, 518, 29]","[1, 71, 29]","[0, 71, 30]","[0, 40, 30]","[0, 40, 30]","[0, 292, 40]","[0, 1500, 40]","[0, 990, 40]","[1, 40, 41]",406.75,24,41,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 8]","[0, 40, 9]","[0, 1415, 14]","[1, 104, 19]","[1, 132, 20]","[0, 40, 20]","[0, 40, 21]","[1, 518, 21]","[0, 583, 22]","[0, 40, 22]","[1, 40, 23]","[1, 71, 24]","[0, 40, 25]","[0, 246, 34]","[0, 86, 34]","[0, 1431, 34]","[0, 1058, 34]",406.7,19.55,34,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2078, 8]","[0, 40, 9]","[0, 40, 10]","[0, 1415, 14]","[1, 40, 25]","[1, 104, 48]","[1, 132, 49]","[1, 518, 49]","[0, 40, 50]","[0, 40, 50]","[0, 40, 50]","[0, 552, 51]","[0, 71, 51]","[1, 40, 52]","[1, 71, 53]","[0, 40, 54]","[0, 292, 60]",284.65,34.6,60,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 16]","[0, 1500, 16]","[0, 643, 16]","[1, 40, 17]","[1, 104, 73]","[0, 40, 75]","[0, 552, 76]","[1, 40, 86]","[1, 132, 192]","[0, 40, 193]","[1, 71, 193]","[1, 518, 194]","[0, 40, 194]","[0, 71, 194]",367.5,78.8,194,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2014, 12]","[0, 40, 13]","[0, 1415, 17]","[1, 40, 29]","[1, 104, 55]","[0, 40, 56]","[1, 132, 57]","[0, 552, 58]","[0, 40, 58]","[1, 40, 59]","[1, 518, 59]","[0, 71, 60]","[0, 40, 60]","[1, 71, 62]","[0, 40, 63]","[0, 246, 77]","[0, 1500, 77]",352.15,44.15,77,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 28]","[0, 40, 30]","[0, 1500, 35]","[0, 1500, 35]","[0, 642, 36]","[1, 40, 36]","[1, 40, 47]","[1, 104, 174]","[0, 40, 175]","[0, 552, 176]","[1, 40, 188]","[1, 132, 247]","[1, 71, 248]","[0, 40, 248]","[0, 40, 249]","[0, 71, 250]","[1, 518, 250]",364.25,123.15,250,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2078, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1415, 12]","[1, 104, 16]","[1, 132, 17]","[1, 518, 17]","[0, 40, 18]","[0, 40, 18]","[0, 40, 19]","[0, 561, 19]","[1, 71, 20]","[0, 40, 21]","[0, 292, 30]","[0, 1500, 30]","[0, 948, 30]","[0, 112, 30]",405.55,16.45,30,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 46]","[0, 40, 48]","[0, 1500, 53]","[0, 1500, 53]","[0, 643, 53]","[1, 40, 54]","[1, 104, 163]","[0, 40, 165]","[0, 552, 166]","[1, 40, 178]","[1, 132, 224]","[1, 71, 225]","[0, 40, 225]","[0, 40, 226]","[0, 71, 227]","[1, 40, 238]","[1, 518, 258]",364.3,130.65,258,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2014, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1415, 11]","[1, 104, 16]","[1, 132, 17]","[0, 40, 17]","[0, 40, 18]","[0, 552, 19]","[0, 71, 19]","[1, 518, 20]","[1, 40, 20]","[0, 40, 21]","[1, 71, 24]","[0, 40, 25]","[0, 247, 41]","[0, 1500, 41]",352.2,16.85,41,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 8]","[0, 40, 9]","[0, 1415, 14]","[1, 104, 17]","[1, 132, 18]","[0, 40, 18]","[0, 40, 19]","[1, 518, 19]","[0, 40, 20]","[0, 552, 20]","[0, 71, 20]","[1, 40, 20]","[1, 71, 21]","[0, 40, 22]","[0, 292, 29]","[0, 1500, 29]","[0, 988, 29]",406.65,16.95,29,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1775, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 642, 14]","[1, 40, 14]","[1, 104, 22]","[1, 132, 23]","[0, 40, 23]","[1, 518, 24]","[0, 40, 24]","[0, 40, 24]","[0, 552, 25]","[0, 71, 25]","[1, 40, 26]","[1, 71, 27]","[0, 40, 28]",364.25,17.5,28,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2110, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1415, 13]","[1, 104, 17]","[1, 132, 18]","[0, 40, 18]","[0, 40, 19]","[1, 518, 19]","[0, 40, 20]","[0, 561, 20]","[1, 71, 22]","[0, 40, 23]","[0, 247, 35]","[0, 1500, 36]","[0, 1033, 36]","[1, 40, 36]",405.55,18.55,36,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1775, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 15]","[0, 1500, 15]","[0, 642, 15]","[1, 40, 16]","[1, 104, 22]","[1, 132, 23]","[1, 518, 23]","[0, 40, 24]","[0, 40, 24]","[0, 40, 24]","[0, 561, 25]","[1, 71, 27]","[0, 40, 29]","[0, 292, 36]",375.75,18,36,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2046, 19]","[0, 40, 20]","[0, 40, 20]","[0, 1415, 25]","[1, 104, 33]","[1, 132, 34]","[0, 40, 35]","[0, 40, 35]","[1, 518, 36]","[0, 40, 36]","[0, 552, 36]","[0, 71, 36]","[1, 40, 37]","[1, 71, 38]","[0, 40, 39]","[0, 246, 47]","[0, 1477, 47]",352.6,29.1,47,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1871, 31]","[0, 40, 32]","[0, 40, 32]","[0, 1500, 37]","[0, 1500, 37]","[0, 643, 37]","[1, 40, 37]","[1, 104, 41]","[1, 132, 42]","[0, 40, 43]","[0, 40, 43]","[0, 552, 44]","[0, 71, 44]","[1, 518, 45]","[1, 40, 45]","[0, 40, 45]","[1, 71, 48]",369.1,34.65,48,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 21]","[0, 40, 22]","[0, 1500, 27]","[0, 1500, 27]","[0, 642, 27]","[1, 40, 28]","[1, 104, 88]","[0, 40, 89]","[0, 552, 91]","[1, 40, 101]","[1, 132, 105]","[1, 71, 106]","[0, 40, 106]","[0, 40, 106]","[0, 71, 108]","[1, 518, 110]","[0, 40, 111]",367.45,64.1,111,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2078, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1415, 12]","[1, 40, 23]","[1, 104, 46]","[0, 40, 48]","[1, 132, 49]","[0, 552, 49]","[0, 40, 50]","[1, 40, 50]","[1, 518, 51]","[0, 71, 52]","[0, 40, 52]","[1, 71, 55]","[0, 40, 56]","[0, 246, 62]",282.35,34.4,62,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 2078, 12]","[0, 40, 13]","[0, 1415, 17]","[1, 104, 23]","[0, 40, 24]","[1, 132, 25]","[0, 552, 26]","[0, 40, 26]","[1, 40, 26]","[0, 71, 28]","[1, 40, 28]","[1, 470, 30]","[1, 1455, 30]","[0, 40, 31]","[1, 71, 31]","[0, 40, 31]","[0, 40, 32]",340.4,22.25,32,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2078, 9]","[0, 40, 9]","[0, 40, 10]","[0, 1415, 14]","[1, 104, 18]","[1, 132, 19]","[0, 40, 19]","[0, 40, 20]","[1, 518, 20]","[0, 40, 21]","[0, 561, 21]","[1, 71, 23]","[0, 40, 23]","[0, 1500, 39]","[0, 1207, 39]","[1, 40, 40]","[1, 205, 78]",410.55,21.55,78,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2078, 6]","[0, 40, 7]","[0, 1415, 12]","[1, 104, 16]","[0, 40, 17]","[0, 552, 18]","[1, 132, 18]","[0, 40, 19]","[1, 40, 19]","[0, 71, 21]","[1, 40, 21]","[1, 518, 24]","[1, 71, 25]","[0, 40, 25]","[0, 40, 26]","[0, 247, 37]","[0, 1500, 38]",355.4,17.85,38,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1415, 15]","[1, 104, 20]","[1, 132, 20]","[1, 518, 20]","[0, 40, 21]","[0, 40, 21]","[0, 561, 23]","[1, 71, 24]","[0, 40, 25]","[0, 246, 35]","[0, 1500, 35]","[0, 1000, 35]","[1, 40, 36]","[1, 205, 74]",407.3,22.25,74,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2014, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1415, 11]","[1, 104, 15]","[0, 40, 15]","[1, 132, 17]","[0, 552, 17]","[1, 40, 18]","[0, 40, 18]","[1, 518, 18]","[0, 40, 19]","[0, 71, 19]","[1, 71, 21]","[0, 40, 22]","[0, 246, 28]","[0, 1431, 28]",348.7,14.65,28,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2110, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1415, 12]","[1, 104, 16]","[1, 132, 17]","[0, 40, 17]","[0, 40, 18]","[1, 518, 18]","[0, 40, 19]","[0, 583, 19]","[1, 71, 20]","[0, 40, 21]","[0, 292, 29]","[0, 1500, 29]","[0, 1019, 29]","[1, 40, 30]",408.2,16.15,30,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2078, 5]","[0, 40, 6]","[0, 1415, 11]","[1, 104, 14]","[1, 132, 15]","[0, 40, 15]","[0, 40, 15]","[1, 518, 16]","[0, 40, 16]","[0, 552, 17]","[0, 71, 17]","[1, 40, 17]","[1, 71, 19]","[0, 40, 20]","[0, 292, 28]","[0, 1500, 28]","[0, 989, 28]",405.1,14.7,28,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2014, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1415, 13]","[1, 104, 17]","[1, 132, 18]","[0, 40, 18]","[1, 518, 19]","[0, 40, 19]","[0, 40, 19]","[0, 552, 20]","[0, 71, 20]","[1, 40, 21]","[1, 71, 21]","[0, 40, 22]","[0, 292, 29]","[0, 1500, 29]",354.45,15.9,29,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 7]","[0, 40, 8]","[0, 1415, 13]","[1, 104, 17]","[1, 132, 17]","[0, 40, 17]","[0, 40, 18]","[1, 518, 18]","[0, 40, 19]","[0, 552, 19]","[0, 71, 19]","[1, 40, 20]","[1, 71, 21]","[0, 40, 22]","[0, 246, 30]","[0, 1500, 31]","[0, 1001, 31]",400.2,16.8,31,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 643, 13]","[1, 40, 14]","[1, 104, 39]","[0, 40, 40]","[0, 552, 42]","[1, 40, 52]","[1, 132, 74]","[1, 71, 75]","[0, 40, 75]","[0, 40, 76]","[1, 518, 76]","[0, 71, 76]",367.5,35.35,76,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 8]","[0, 40, 8]","[0, 1415, 13]","[1, 104, 17]","[0, 40, 18]","[0, 552, 20]","[1, 132, 20]","[1, 40, 21]","[0, 40, 21]","[1, 518, 22]","[0, 71, 23]","[0, 40, 23]","[1, 71, 25]","[0, 40, 27]","[0, 246, 34]","[0, 1500, 34]","[0, 999, 34]",400.1,18.85,34,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 5]","[0, 40, 6]","[0, 40, 6]","[0, 1415, 13]","[1, 104, 16]","[1, 132, 17]","[1, 518, 17]","[0, 40, 18]","[0, 40, 18]","[0, 40, 18]","[0, 583, 20]","[1, 71, 21]","[0, 40, 22]","[0, 292, 28]","[0, 1500, 28]","[1, 40, 28]","[0, 990, 28]",406.75,15.8,28,222,,,,,,,,
"[1, 52, 0]","[0, 48, 9]","[1, 40, 10]","[1, 2110, 13]","[0, 40, 14]","[0, 40, 15]","[0, 1415, 18]","[1, 104, 21]","[1, 132, 22]","[0, 40, 22]","[1, 518, 23]","[0, 40, 23]","[0, 40, 23]","[0, 583, 24]","[1, 71, 25]","[0, 40, 26]","[0, 246, 32]","[0, 1500, 32]","[0, 1000, 33]","[1, 40, 33]",404.95,20.9,33,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2078, 11]","[0, 40, 12]","[0, 40, 12]","[0, 1415, 17]","[1, 104, 21]","[0, 40, 22]","[1, 132, 23]","[0, 40, 23]","[1, 518, 24]","[0, 552, 24]","[0, 40, 25]","[1, 40, 25]","[0, 71, 25]","[1, 40, 26]","[1, 71, 27]","[0, 40, 28]","[0, 293, 36]",284.7,19.45,36,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 17]","[0, 1500, 17]","[0, 642, 17]","[1, 40, 19]","[1, 104, 55]","[0, 40, 57]","[0, 552, 58]","[1, 40, 69]","[1, 132, 91]","[0, 40, 92]","[0, 71, 93]","[1, 71, 93]","[1, 518, 94]","[0, 40, 94]",367.45,45.2,94,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 17]","[0, 40, 18]","[0, 40, 18]","[0, 1500, 24]","[0, 1500, 24]","[0, 642, 24]","[1, 40, 25]","[1, 104, 28]","[0, 40, 29]","[1, 132, 30]","[0, 40, 31]","[0, 552, 31]","[0, 71, 33]","[1, 40, 33]","[1, 518, 37]","[1, 71, 37]","[0, 40, 39]",364.25,24.35,39,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1775, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 642, 14]","[1, 40, 14]","[1, 104, 38]","[1, 132, 39]","[0, 40, 40]","[0, 40, 40]","[1, 518, 40]","[0, 552, 41]","[0, 71, 41]","[0, 40, 41]","[1, 40, 42]","[1, 71, 42]",364.25,24.65,42,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2046, 7]","[0, 40, 8]","[0, 1415, 12]","[1, 104, 17]","[1, 132, 17]","[0, 40, 18]","[1, 518, 18]","[0, 40, 18]","[0, 40, 19]","[0, 561, 20]","[1, 71, 21]","[0, 40, 22]","[0, 292, 28]","[0, 1500, 28]","[0, 989, 28]","[1, 40, 28]","[1, 205, 74]",410.65,19.5,74,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1415, 12]","[1, 104, 16]","[1, 132, 16]","[1, 518, 16]","[0, 40, 17]","[0, 40, 17]","[0, 561, 19]","[1, 71, 29]","[0, 40, 30]","[0, 292, 30]","[0, 1431, 30]","[1, 40, 31]","[0, 1059, 31]","[1, 40, 42]",405.65,18.15,42,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2078, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1415, 13]","[1, 104, 16]","[0, 40, 17]","[1, 132, 17]","[1, 518, 17]","[0, 40, 18]","[0, 40, 18]","[0, 552, 19]","[0, 71, 19]","[1, 40, 20]","[1, 71, 21]","[0, 40, 21]","[0, 1500, 28]","[0, 1242, 28]",405.15,15.3,28,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 643, 15]","[1, 40, 16]","[1, 104, 24]","[0, 40, 25]","[1, 132, 26]","[0, 40, 27]","[0, 552, 27]","[1, 518, 28]","[0, 40, 29]","[1, 71, 29]","[0, 40, 30]","[0, 71, 65]",367.5,20.3,65,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 101]","[0, 40, 103]","[0, 40, 103]","[0, 1500, 109]","[0, 1500, 109]","[0, 643, 109]","[1, 40, 110]","[1, 104, 126]","[1, 132, 126]","[0, 40, 127]","[0, 40, 127]","[1, 518, 127]","[0, 40, 128]","[0, 552, 129]","[0, 71, 129]","[1, 40, 129]","[1, 71, 131]",369.1,101.6,131,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2046, 7]","[0, 40, 9]","[0, 40, 9]","[0, 1415, 13]","[1, 104, 16]","[1, 132, 16]","[0, 40, 17]","[0, 40, 17]","[1, 518, 17]","[0, 40, 18]","[0, 552, 18]","[0, 71, 18]","[1, 40, 19]","[1, 71, 19]","[0, 40, 20]","[0, 246, 28]","[0, 1500, 28]",353.75,14.85,28,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 9]","[0, 40, 10]","[0, 1500, 14]","[0, 1500, 14]","[1, 40, 14]","[0, 642, 14]","[1, 40, 25]","[1, 104, 178]","[0, 40, 179]","[0, 552, 181]","[1, 40, 192]","[1, 132, 214]","[0, 40, 215]","[1, 71, 216]","[0, 71, 217]","[0, 40, 217]","[1, 518, 217]",364.25,106.85,217,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 642, 15]","[1, 40, 15]","[1, 104, 19]","[1, 132, 19]","[0, 40, 20]","[0, 40, 20]","[0, 552, 22]","[0, 71, 22]","[1, 40, 22]","[1, 518, 23]","[0, 40, 24]","[1, 71, 25]",364.25,15.45,25,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2078, 15]","[0, 40, 16]","[0, 40, 16]","[0, 1415, 20]","[1, 104, 29]","[0, 40, 30]","[0, 552, 31]","[1, 132, 33]","[0, 40, 34]","[0, 71, 36]","[1, 518, 36]","[1, 71, 37]","[0, 40, 37]","[0, 40, 37]","[0, 247, 50]","[0, 1500, 51]","[0, 1030, 51]",404.9,28.5,51,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2078, 8]","[0, 40, 8]","[0, 1415, 12]","[1, 40, 22]","[1, 104, 31]","[0, 40, 32]","[1, 132, 32]","[0, 40, 33]","[0, 552, 34]","[1, 518, 34]","[0, 71, 35]","[1, 40, 35]","[0, 40, 35]","[1, 40, 35]","[1, 71, 37]","[0, 40, 37]","[0, 1500, 44]",345.05,25.7,44,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 641, 14]","[1, 40, 15]","[1, 104, 18]","[0, 40, 19]","[0, 552, 20]","[1, 132, 23]","[0, 40, 24]","[1, 71, 25]","[0, 71, 26]","[1, 518, 26]","[0, 40, 27]","[0, 40, 27]",365.8,16.2,27,222,,,,,,,,
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 2110, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1415, 15]","[1, 104, 18]","[1, 132, 19]","[0, 40, 19]","[1, 518, 19]","[0, 40, 19]","[0, 40, 20]","[0, 552, 21]","[0, 71, 21]","[1, 40, 21]","[1, 71, 22]","[0, 40, 23]","[0, 292, 31]","[0, 1500, 31]",359.25,16.9,31,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2110, 15]","[0, 40, 16]","[0, 40, 16]","[0, 1415, 20]","[1, 104, 24]","[0, 40, 25]","[1, 132, 26]","[1, 470, 27]","[0, 40, 27]","[1, 1463, 27]","[0, 552, 27]","[0, 40, 28]","[0, 40, 28]","[1, 40, 28]","[0, 71, 29]","[1, 40, 29]","[1, 71, 30]",342.4,21.65,30,222,,,,,,,,
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 1807, 11]","[0, 40, 12]","[0, 40, 13]","[0, 1500, 18]","[0, 1500, 18]","[0, 641, 18]","[1, 40, 19]","[1, 104, 490]","[0, 40, 491]","[0, 552, 493]","[1, 40, 505]","[1, 132, 704]","[0, 40, 705]","[1, 71, 707]","[0, 71, 707]","[0, 40, 707]","[1, 518, 708]",365.8,316.9,708,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2046, 9]","[0, 40, 11]","[0, 1415, 15]","[1, 104, 18]","[1, 132, 19]","[0, 40, 19]","[1, 518, 20]","[0, 40, 20]","[0, 40, 20]","[0, 552, 21]","[0, 71, 22]","[1, 40, 22]","[1, 71, 23]","[0, 40, 24]","[0, 292, 30]","[0, 1500, 30]","[0, 989, 30]",403.5,18.15,30,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2110, 9]","[0, 40, 11]","[0, 40, 11]","[0, 1415, 14]","[1, 40, 25]","[1, 104, 32]","[0, 40, 33]","[1, 132, 33]","[0, 40, 34]","[1, 518, 35]","[0, 552, 35]","[1, 40, 36]","[0, 71, 36]","[0, 40, 36]","[1, 40, 36]","[1, 71, 37]","[0, 40, 38]",273.65,25.1,38,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 643, 15]","[1, 40, 16]","[1, 40, 26]","[1, 104, 96]","[0, 40, 97]","[0, 552, 98]","[1, 40, 109]","[1, 132, 219]","[0, 40, 220]","[1, 71, 220]","[0, 40, 221]","[1, 518, 221]","[0, 71, 221]",369.1,91.85,221,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1839, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 642, 16]","[1, 40, 16]","[1, 104, 59]","[1, 132, 59]","[0, 40, 60]","[0, 40, 60]","[1, 518, 61]","[0, 552, 62]","[0, 71, 62]","[0, 40, 62]","[1, 40, 63]","[1, 71, 64]",367.45,35.75,64,222,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 6]","[0, 40, 7]","[0, 1415, 10]","[1, 104, 14]","[1, 132, 14]","[0, 40, 15]","[1, 518, 15]","[0, 40, 15]","[0, 561, 20]","[1, 71, 22]","[0, 40, 24]","[0, 292, 25]","[0, 1431, 25]","[0, 1089, 25]","[1, 40, 26]","[1, 205, 49]","[0, 40, 51]",415.4,18.5,51,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 642, 13]","[1, 40, 14]","[1, 104, 39]","[0, 40, 40]","[0, 552, 42]","[1, 132, 49]","[0, 40, 50]","[1, 71, 50]","[1, 518, 51]","[0, 40, 52]","[0, 71, 52]","[1, 40, 63]",365.85,28.65,63,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1871, 42]","[0, 40, 43]","[0, 40, 43]","[0, 1500, 48]","[0, 1500, 48]","[0, 643, 48]","[1, 40, 49]","[1, 104, 63]","[0, 40, 65]","[0, 552, 66]","[1, 40, 78]","[1, 132, 106]","[0, 40, 107]","[1, 71, 108]","[0, 71, 109]","[0, 40, 109]","[1, 518, 109]",369.1,62.45,109,222,,,,,,,,
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 2078, 12]","[0, 40, 13]","[0, 1415, 18]","[1, 40, 29]","[1, 104, 81]","[1, 132, 82]","[0, 40, 82]","[0, 40, 83]","[1, 465, 84]","[0, 561, 84]","[0, 40, 84]","[1, 40, 85]","[1, 118, 86]","[1, 107, 86]","[0, 40, 86]","[0, 40, 87]","[1, 71, 88]",275.55,59.15,88,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1871, 7]","[0, 40, 7]","[0, 40, 8]","[0, 1500, 12]","[0, 1500, 12]","[0, 642, 12]","[1, 40, 12]","[1, 104, 21]","[0, 40, 22]","[0, 552, 23]","[1, 40, 34]","[1, 132, 158]","[0, 40, 159]","[1, 71, 159]","[1, 518, 160]","[0, 40, 160]","[0, 71, 160]",369.05,56.7,160,222,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2014, 8]","[0, 40, 9]","[0, 40, 10]","[0, 1415, 13]","[1, 104, 20]","[1, 132, 20]","[1, 518, 21]","[0, 40, 21]","[0, 40, 21]","[0, 40, 22]","[0, 561, 22]","[1, 71, 23]","[0, 40, 24]","[0, 292, 32]","[0, 1500, 32]","[0, 991, 32]","[1, 40, 33]",400.9,18.65,33,222,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 16]","[0, 1500, 16]","[0, 642, 16]","[1, 40, 17]","[1, 104, 24]","[0, 40, 25]","[0, 552, 27]","[1, 40, 38]","[1, 132, 85]","[1, 71, 86]","[0, 40, 86]","[0, 40, 86]","[1, 518, 86]","[0, 40, 87]",362.7,36.8,87,222,,,,,,,,
