0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 380, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 18]","[0, 52, 19]","[0, 304, 28]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 17]","[1, 222, 17]","[1, 415, 17]","[0, 52, 18]","[0, 573, 20]","[1, 83, 21]","[0, 52, 22]","[0, 258, 27]","[0, 1500, 27]",110
"[1, 60, 0]","[0, 60, 3]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 380, 9]","[1, 52, 9]","[1, 116, 17]","[1, 222, 18]","[1, 415, 18]","[0, 52, 18]","[0, 52, 19]","[0, 52, 19]","[0, 564, 20]","[0, 83, 20]","[1, 83, 21]",110
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 8]","[1, 52, 8]","[0, 1500, 9]","[1, 52, 9]","[0, 379, 9]","[1, 52, 9]","[1, 116, 11]","[1, 222, 12]","[1, 415, 12]","[0, 52, 12]","[0, 52, 12]","[0, 52, 13]","[0, 573, 15]","[1, 83, 15]","[0, 52, 16]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 379, 11]","[1, 52, 11]","[1, 116, 15]","[1, 222, 15]","[1, 415, 15]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 19]","[0, 52, 20]","[0, 304, 26]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 12]","[1, 222, 12]","[1, 415, 12]","[0, 52, 13]","[0, 52, 13]","[0, 52, 13]","[0, 573, 15]","[1, 83, 15]","[0, 52, 16]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 378, 11]","[1, 52, 11]","[1, 116, 14]","[1, 222, 15]","[1, 415, 15]","[0, 52, 15]","[0, 52, 15]","[0, 52, 15]","[0, 564, 17]","[1, 83, 17]","[0, 83, 17]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 7]","[0, 52, 8]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 378, 12]","[1, 52, 12]","[1, 116, 20]","[1, 222, 20]","[0, 52, 21]","[1, 415, 21]","[0, 52, 21]","[0, 52, 21]","[0, 564, 22]","[0, 83, 22]","[1, 83, 23]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 7]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 378, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 15]","[1, 415, 15]","[0, 52, 16]","[0, 52, 17]","[0, 564, 17]","[1, 83, 18]","[0, 83, 18]","[0, 52, 19]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 12]","[1, 222, 12]","[1, 415, 12]","[0, 52, 14]","[0, 52, 14]","[0, 564, 15]","[0, 83, 15]","[1, 83, 16]","[0, 52, 16]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 378, 9]","[1, 52, 9]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 17]","[0, 52, 18]","[0, 258, 25]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 378, 12]","[1, 52, 12]","[1, 116, 16]","[1, 222, 16]","[1, 415, 16]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 564, 19]","[0, 83, 19]","[1, 83, 20]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 380, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 15]","[1, 415, 15]","[0, 52, 15]","[0, 52, 16]","[0, 52, 16]","[0, 564, 17]","[0, 83, 17]","[1, 83, 18]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 380, 10]","[1, 52, 10]","[1, 116, 16]","[1, 222, 17]","[1, 415, 17]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 21]","[0, 304, 30]","[0, 1500, 30]",110
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 725, 7]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 379, 11]","[1, 52, 11]","[1, 116, 15]","[1, 222, 16]","[1, 415, 16]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 564, 19]","[0, 83, 19]","[1, 83, 19]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 7]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 27]","[1, 222, 27]","[1, 415, 27]","[0, 52, 28]","[0, 52, 28]","[0, 573, 30]","[1, 83, 30]","[0, 52, 31]","[0, 258, 41]",110
"[1, 60, 0]","[0, 60, 8]","[1, 52, 8]","[1, 725, 9]","[0, 52, 10]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 379, 14]","[1, 52, 14]","[1, 116, 17]","[1, 222, 18]","[1, 415, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 21]","[1, 83, 21]","[0, 52, 22]","[0, 258, 29]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 13]","[1, 52, 13]","[0, 380, 13]","[1, 52, 13]","[1, 116, 16]","[1, 222, 17]","[1, 415, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 20]","[0, 52, 20]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 7]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 380, 14]","[1, 52, 14]","[1, 116, 17]","[1, 222, 18]","[1, 415, 18]","[0, 52, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 21]",110
"[1, 60, 0]","[0, 60, 27]","[1, 52, 27]","[1, 725, 27]","[0, 52, 36]","[0, 1500, 44]","[1, 52, 44]","[0, 1500, 44]","[1, 52, 44]","[0, 379, 44]","[1, 52, 44]","[1, 116, 48]","[1, 222, 48]","[1, 415, 48]","[0, 52, 51]","[0, 52, 51]","[0, 52, 51]","[0, 573, 58]","[1, 83, 58]","[0, 258, 65]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[0, 378, 10]","[1, 52, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 15]","[0, 52, 15]","[0, 573, 16]","[1, 83, 17]","[0, 52, 18]","[0, 304, 24]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 12]","[1, 52, 12]","[0, 380, 13]","[1, 52, 13]","[1, 116, 16]","[1, 222, 17]","[1, 415, 17]","[0, 52, 18]","[0, 52, 18]","[0, 52, 18]","[0, 564, 19]","[0, 83, 19]","[1, 83, 20]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 7]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[0, 379, 10]","[1, 52, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 15]","[0, 52, 15]","[0, 52, 15]","[0, 595, 16]","[1, 83, 17]","[0, 52, 17]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 378, 9]","[1, 52, 9]","[1, 116, 13]","[1, 222, 13]","[1, 415, 14]","[0, 52, 14]","[0, 52, 14]","[0, 573, 16]","[1, 83, 16]","[0, 52, 16]","[0, 258, 27]",110
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 8]","[1, 52, 8]","[0, 1500, 8]","[1, 52, 8]","[0, 379, 8]","[1, 52, 8]","[1, 116, 12]","[1, 222, 12]","[1, 415, 12]","[0, 52, 13]","[0, 564, 15]","[1, 83, 15]","[0, 52, 16]","[0, 52, 17]","[0, 52, 17]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 380, 10]","[1, 52, 10]","[1, 116, 12]","[1, 222, 12]","[1, 415, 12]","[0, 52, 13]","[0, 52, 13]","[0, 52, 13]","[0, 564, 14]","[1, 83, 15]","[0, 83, 15]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 8]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 379, 12]","[1, 52, 12]","[1, 116, 17]","[1, 222, 17]","[1, 415, 18]","[0, 52, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 21]","[0, 52, 22]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 10]","[1, 52, 10]","[0, 380, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 14]","[1, 415, 15]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 17]","[0, 52, 17]","[0, 305, 27]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 380, 9]","[1, 52, 9]","[1, 116, 14]","[1, 222, 14]","[1, 415, 15]","[0, 52, 15]","[0, 52, 16]","[0, 564, 17]","[0, 83, 17]","[1, 83, 18]","[0, 52, 19]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 7]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 378, 14]","[1, 52, 14]","[1, 116, 20]","[1, 222, 21]","[0, 52, 21]","[0, 52, 22]","[1, 415, 23]","[0, 564, 23]","[0, 83, 24]","[0, 52, 24]","[1, 83, 24]",110
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 725, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 378, 12]","[1, 52, 12]","[1, 116, 16]","[1, 222, 17]","[1, 415, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 564, 19]","[0, 83, 19]","[1, 83, 19]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 380, 10]","[1, 52, 10]","[1, 116, 16]","[1, 222, 17]","[1, 415, 17]","[0, 52, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 21]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 6]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[0, 379, 13]","[1, 52, 13]","[1, 52, 13]","[1, 116, 15]","[1, 222, 16]","[1, 415, 16]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 20]","[0, 52, 20]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 379, 11]","[1, 52, 11]","[1, 116, 15]","[1, 222, 15]","[1, 415, 15]","[0, 52, 16]","[0, 52, 16]","[0, 564, 18]","[0, 83, 18]","[1, 83, 18]","[0, 52, 19]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 378, 9]","[1, 52, 9]","[1, 116, 14]","[1, 222, 14]","[1, 415, 15]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 17]","[0, 52, 18]","[0, 305, 26]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 16]","[1, 222, 17]","[1, 415, 17]","[0, 52, 18]","[0, 52, 18]","[0, 564, 19]","[0, 83, 20]","[1, 83, 29]","[0, 52, 31]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 380, 11]","[1, 52, 12]","[1, 116, 15]","[1, 222, 16]","[1, 415, 16]","[0, 52, 16]","[0, 52, 17]","[0, 573, 19]","[1, 83, 20]","[0, 52, 21]","[0, 258, 28]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 380, 11]","[1, 52, 11]","[1, 116, 15]","[1, 222, 15]","[1, 415, 15]","[0, 52, 15]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 18]","[0, 52, 19]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 17]","[0, 52, 18]","[0, 258, 48]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 380, 11]","[1, 52, 11]","[1, 116, 18]","[1, 222, 18]","[1, 415, 18]","[0, 52, 19]","[0, 52, 19]","[0, 573, 21]","[1, 83, 21]","[0, 52, 22]","[0, 305, 30]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 380, 11]","[1, 52, 11]","[1, 116, 17]","[1, 222, 18]","[1, 415, 18]","[0, 52, 18]","[0, 52, 18]","[0, 52, 19]","[0, 564, 20]","[0, 83, 21]","[1, 83, 21]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 378, 12]","[1, 52, 12]","[1, 116, 17]","[1, 222, 18]","[1, 415, 18]","[0, 52, 19]","[0, 52, 19]","[0, 573, 21]","[1, 83, 21]","[0, 52, 22]","[0, 259, 80]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 380, 11]","[1, 52, 11]","[1, 116, 18]","[1, 222, 19]","[0, 52, 19]","[1, 415, 19]","[0, 52, 20]","[0, 564, 20]","[1, 83, 21]","[0, 83, 21]","[0, 52, 22]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 379, 15]","[1, 52, 15]","[1, 116, 19]","[1, 222, 19]","[1, 415, 20]","[0, 52, 20]","[0, 52, 20]","[0, 573, 22]","[1, 83, 23]","[0, 52, 23]","[0, 304, 30]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[0, 380, 10]","[1, 52, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 15]","[0, 52, 15]","[0, 564, 17]","[0, 83, 17]","[1, 83, 18]","[0, 52, 19]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 378, 10]","[1, 52, 10]","[1, 116, 13]","[1, 222, 13]","[1, 415, 13]","[0, 52, 14]","[0, 52, 14]","[0, 573, 16]","[1, 83, 16]","[0, 52, 17]","[0, 259, 28]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 379, 9]","[1, 52, 9]","[1, 116, 15]","[0, 52, 16]","[1, 222, 16]","[1, 415, 16]","[0, 52, 16]","[0, 564, 17]","[1, 83, 18]","[0, 83, 18]","[0, 52, 19]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 378, 11]","[1, 52, 11]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 15]","[0, 573, 17]","[1, 83, 17]","[0, 52, 18]","[0, 258, 25]","[0, 1500, 25]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 7]","[0, 52, 8]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 380, 13]","[1, 52, 13]","[1, 116, 21]","[1, 222, 21]","[1, 415, 21]","[0, 52, 22]","[0, 52, 22]","[0, 52, 22]","[0, 564, 23]","[1, 83, 23]","[0, 83, 24]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 8]","[1, 52, 8]","[0, 1500, 8]","[1, 52, 8]","[0, 378, 8]","[1, 52, 8]","[1, 116, 12]","[1, 222, 12]","[1, 415, 12]","[0, 52, 13]","[0, 52, 13]","[0, 573, 15]","[1, 83, 15]","[0, 52, 16]","[0, 259, 32]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 12]","[1, 222, 13]","[1, 415, 13]","[0, 52, 14]","[0, 573, 15]","[1, 83, 16]","[0, 52, 16]","[0, 304, 23]","[0, 1500, 23]",110
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 725, 4]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 379, 9]","[1, 52, 9]","[1, 116, 13]","[1, 222, 13]","[1, 415, 13]","[0, 52, 13]","[0, 52, 14]","[0, 52, 14]","[0, 564, 15]","[1, 83, 16]","[0, 83, 17]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 13]","[1, 222, 13]","[1, 415, 13]","[0, 52, 15]","[0, 52, 16]","[0, 564, 17]","[1, 83, 17]","[0, 52, 18]","[0, 83, 18]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 378, 12]","[1, 52, 12]","[1, 116, 17]","[1, 222, 18]","[1, 415, 18]","[0, 52, 18]","[0, 52, 19]","[0, 52, 19]","[0, 564, 21]","[0, 83, 21]","[1, 83, 21]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 378, 12]","[1, 52, 12]","[1, 116, 20]","[1, 222, 20]","[1, 415, 20]","[0, 52, 22]","[0, 52, 22]","[0, 52, 22]","[0, 573, 25]","[1, 83, 25]","[0, 52, 26]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 6]","[0, 52, 8]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 378, 12]","[1, 52, 12]","[1, 116, 15]","[1, 222, 15]","[1, 415, 15]","[0, 52, 15]","[0, 52, 16]","[0, 52, 16]","[0, 564, 17]","[0, 83, 17]","[1, 83, 17]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 10]","[1, 52, 10]","[0, 378, 10]","[1, 52, 10]","[1, 116, 13]","[1, 222, 14]","[1, 415, 14]","[0, 52, 14]","[0, 52, 15]","[0, 564, 16]","[0, 83, 17]","[1, 83, 17]","[0, 52, 18]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 379, 12]","[1, 52, 12]","[1, 116, 14]","[1, 222, 15]","[1, 415, 15]","[0, 52, 16]","[0, 573, 17]","[1, 83, 18]","[0, 52, 18]","[0, 259, 27]","[0, 1443, 27]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 379, 11]","[1, 52, 11]","[1, 116, 15]","[1, 222, 16]","[1, 415, 16]","[0, 52, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]",110
"[1, 60, 0]","[0, 60, 9]","[1, 52, 9]","[1, 725, 10]","[0, 52, 10]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 378, 14]","[1, 52, 14]","[1, 116, 18]","[1, 222, 18]","[1, 415, 18]","[0, 52, 19]","[0, 52, 19]","[0, 52, 19]","[0, 564, 21]","[0, 83, 21]","[1, 83, 21]",110
"[1, 60, 0]","[0, 60, 12]","[1, 52, 12]","[1, 725, 13]","[0, 52, 20]","[0, 1500, 28]","[1, 52, 28]","[0, 1500, 28]","[1, 52, 28]","[0, 379, 28]","[1, 52, 28]","[1, 116, 32]","[1, 222, 32]","[1, 415, 33]","[0, 52, 38]","[0, 52, 38]","[0, 52, 39]","[0, 564, 46]","[0, 83, 46]","[1, 83, 46]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 379, 9]","[1, 52, 9]","[1, 116, 12]","[1, 222, 13]","[1, 415, 13]","[0, 52, 13]","[0, 52, 13]","[0, 564, 15]","[0, 83, 15]","[1, 83, 15]","[0, 52, 16]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 14]","[0, 52, 15]","[1, 222, 15]","[1, 415, 15]","[0, 52, 16]","[0, 52, 16]","[0, 564, 17]","[1, 83, 18]","[0, 83, 18]",110
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 8]","[1, 52, 8]","[0, 1500, 9]","[1, 52, 9]","[0, 379, 10]","[1, 52, 10]","[1, 116, 12]","[1, 222, 13]","[1, 415, 13]","[0, 52, 14]","[0, 52, 14]","[0, 52, 15]","[0, 564, 15]","[1, 83, 16]","[0, 83, 16]",110
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 725, 5]","[0, 52, 7]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 379, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 14]","[0, 52, 15]","[0, 564, 16]","[0, 83, 16]","[1, 83, 17]","[0, 52, 17]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 380, 10]","[1, 52, 10]","[1, 116, 15]","[1, 222, 16]","[1, 415, 16]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 564, 18]","[0, 83, 18]","[1, 83, 18]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 6]","[0, 52, 7]","[0, 1500, 10]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 378, 11]","[1, 52, 11]","[1, 116, 15]","[1, 222, 15]","[1, 415, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]","[0, 304, 29]",110
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 725, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 379, 11]","[1, 52, 11]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]","[0, 52, 16]","[0, 52, 16]","[0, 564, 18]","[1, 83, 18]","[0, 83, 18]","[0, 52, 19]",110
