0,label
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
"[1, 60, 0]",111
