0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1466, 11]","[1, 52, 11]","[1, 116, 15]","[1, 222, 15]","[0, 52, 16]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 6]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 1467, 12]","[1, 52, 12]","[1, 116, 15]","[1, 222, 15]","[1, 415, 15]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 1466, 10]","[1, 52, 10]","[1, 116, 14]","[1, 222, 14]","[1, 415, 14]",111
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1947, 3]","[0, 52, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 1468, 9]","[1, 52, 9]","[1, 116, 12]","[1, 222, 12]","[1, 415, 13]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 1467, 11]","[1, 52, 11]","[1, 116, 16]","[1, 222, 17]","[1, 415, 17]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1947, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 1466, 9]","[1, 52, 9]","[1, 116, 13]","[1, 222, 13]","[1, 415, 13]",111
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1947, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 1468, 13]","[1, 52, 13]","[1, 116, 15]","[1, 222, 16]","[1, 415, 16]",111
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 13]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 665, 14]","[1, 52, 14]","[1, 116, 21]","[0, 52, 22]","[1, 144, 22]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 11]","[1, 52, 11]","[1, 116, 16]","[1, 144, 17]","[1, 380, 17]","[0, 52, 18]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 665, 13]","[1, 52, 13]","[1, 116, 18]","[1, 144, 19]","[1, 380, 19]","[0, 52, 20]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 664, 13]","[1, 52, 13]","[1, 116, 17]","[1, 144, 17]","[1, 380, 17]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 15]","[1, 144, 15]","[1, 380, 15]",112
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1962, 7]","[0, 52, 8]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 664, 14]","[1, 52, 14]","[1, 116, 18]","[1, 144, 18]","[1, 380, 18]","[0, 52, 19]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[0, 52, 16]","[1, 144, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 144, 16]","[1, 380, 16]","[0, 52, 17]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 13]","[1, 144, 14]","[1, 380, 14]","[0, 52, 14]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 15]","[1, 144, 15]","[1, 380, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 17]","[1, 144, 17]","[1, 380, 18]","[0, 52, 18]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 17]","[1, 144, 17]","[1, 380, 17]","[0, 52, 17]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[0, 663, 11]","[1, 52, 11]","[1, 52, 11]","[1, 116, 15]","[1, 144, 16]","[1, 380, 16]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 15]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 665, 12]","[1, 52, 12]","[1, 116, 15]","[1, 144, 16]","[1, 380, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 17]","[1, 144, 18]","[1, 380, 18]",112
"[1, 60, 0]","[0, 60, 18]","[1, 52, 18]","[1, 1962, 19]","[0, 52, 32]","[0, 52, 32]","[0, 1500, 42]","[1, 52, 42]","[0, 1500, 42]","[1, 52, 42]","[0, 664, 42]","[1, 52, 42]","[1, 116, 47]","[1, 144, 48]","[1, 380, 49]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 18]","[1, 144, 19]","[1, 380, 19]","[0, 52, 20]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 663, 12]","[1, 52, 12]","[1, 116, 17]","[0, 52, 18]","[1, 144, 18]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 8]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 665, 12]","[1, 52, 12]","[1, 116, 15]","[1, 144, 16]","[1, 380, 16]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 3]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 17]","[1, 144, 17]","[1, 380, 17]","[0, 52, 19]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 13]","[1, 52, 13]","[0, 665, 13]","[1, 52, 13]","[1, 116, 22]","[1, 144, 23]","[1, 380, 23]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 144, 15]","[1, 380, 16]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[0, 663, 10]","[1, 52, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 664, 13]","[1, 52, 13]","[1, 116, 18]","[1, 144, 19]","[1, 380, 19]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 16]","[0, 52, 17]","[1, 144, 18]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]","[1, 52, 10]","[1, 116, 15]","[1, 144, 15]","[1, 380, 15]","[0, 52, 17]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 14]","[1, 380, 15]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 665, 13]","[1, 52, 13]","[1, 116, 16]","[1, 144, 16]","[1, 380, 16]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 12]","[1, 52, 12]","[1, 1962, 13]","[0, 52, 20]","[0, 52, 20]","[0, 1500, 28]","[1, 52, 28]","[0, 1500, 28]","[1, 52, 28]","[0, 664, 28]","[1, 52, 28]","[1, 116, 34]","[1, 144, 34]","[1, 380, 35]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 14]","[1, 380, 14]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 665, 11]","[1, 52, 11]","[1, 116, 13]","[1, 144, 14]","[1, 380, 14]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 18]","[1, 144, 19]","[0, 52, 19]","[1, 380, 19]",112
"[1, 60, 0]","[0, 60, 8]","[1, 52, 8]","[1, 1962, 9]","[0, 52, 9]","[0, 52, 10]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 663, 14]","[1, 52, 14]","[1, 116, 18]","[1, 144, 18]","[1, 380, 18]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 16]","[1, 144, 17]","[1, 380, 17]","[0, 52, 18]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 18]","[1, 144, 19]","[1, 380, 19]","[0, 52, 19]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 16]","[1, 144, 17]","[1, 380, 17]","[0, 52, 18]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 664, 13]","[1, 52, 13]","[1, 116, 16]","[1, 144, 16]","[1, 380, 16]","[0, 52, 17]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 13]","[1, 144, 14]","[1, 380, 14]","[0, 52, 14]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 664, 13]","[1, 52, 13]","[1, 116, 16]","[0, 52, 17]","[1, 144, 17]","[1, 380, 17]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1962, 9]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 15]","[1, 52, 15]","[0, 1500, 15]","[1, 52, 15]","[0, 665, 15]","[1, 52, 15]","[1, 116, 20]","[1, 144, 21]","[0, 52, 21]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[0, 664, 11]","[1, 52, 11]","[1, 52, 11]","[1, 116, 15]","[1, 144, 16]","[1, 380, 16]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 15]","[1, 144, 15]","[1, 380, 16]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 14]","[0, 52, 15]","[1, 144, 15]","[1, 380, 15]",112
"[1, 60, 0]","[0, 60, 17]","[1, 52, 17]","[1, 1962, 18]","[0, 52, 24]","[0, 52, 24]","[0, 1500, 34]","[1, 52, 35]","[0, 1500, 35]","[1, 52, 35]","[0, 664, 35]","[1, 52, 35]","[1, 116, 41]","[1, 144, 42]","[1, 380, 43]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 14]","[1, 380, 15]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 14]","[1, 144, 14]","[1, 380, 14]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 15]","[1, 144, 15]","[1, 380, 15]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 15]","[1, 52, 15]","[0, 664, 15]","[1, 52, 15]","[1, 116, 19]","[1, 144, 20]","[1, 380, 20]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 663, 13]","[1, 52, 13]","[1, 116, 19]","[0, 52, 20]","[1, 144, 20]","[1, 380, 20]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 13]","[1, 52, 13]","[1, 116, 17]","[1, 144, 18]","[1, 380, 18]","[0, 52, 18]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 15]","[1, 144, 15]","[1, 380, 15]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 16]","[1, 380, 16]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 12]","[1, 144, 13]","[0, 52, 13]","[1, 380, 13]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 12]","[1, 52, 12]","[0, 665, 12]","[1, 52, 12]","[1, 116, 15]","[1, 144, 15]","[1, 380, 15]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 16]","[1, 52, 16]","[1, 1962, 17]","[0, 52, 22]","[0, 52, 22]","[0, 1500, 30]","[1, 52, 30]","[0, 1500, 30]","[1, 52, 30]","[0, 665, 30]","[1, 52, 30]","[1, 116, 36]","[1, 144, 37]","[1, 380, 37]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 144, 16]","[0, 52, 16]","[1, 380, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 12]","[1, 52, 12]","[0, 663, 12]","[1, 52, 12]","[1, 116, 15]","[1, 144, 16]","[1, 380, 16]","[0, 52, 16]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 14]","[1, 144, 14]","[1, 380, 14]","[0, 52, 14]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 15]","[1, 52, 15]","[0, 1500, 15]","[1, 52, 15]","[0, 664, 15]","[1, 52, 15]","[1, 116, 20]","[1, 144, 20]","[1, 380, 21]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 665, 10]","[1, 52, 10]","[1, 116, 13]","[1, 144, 13]","[1, 380, 13]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 144, 16]","[1, 380, 16]","[0, 52, 17]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[0, 52, 17]","[1, 144, 17]","[1, 380, 18]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 14]","[1, 380, 14]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 663, 9]","[1, 52, 9]","[1, 116, 13]","[1, 144, 13]","[1, 380, 13]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 7]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 664, 13]","[1, 52, 13]","[1, 116, 20]","[0, 52, 21]","[1, 144, 22]",112
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1962, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 13]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 664, 14]","[1, 52, 14]","[1, 116, 17]","[1, 144, 17]","[1, 380, 17]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 8]","[0, 1500, 15]","[1, 52, 15]","[0, 1500, 15]","[0, 665, 15]","[1, 52, 15]","[1, 52, 15]","[1, 116, 21]","[1, 144, 22]","[1, 380, 22]","[0, 52, 22]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 665, 10]","[1, 52, 11]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 664, 14]","[1, 52, 14]","[1, 116, 17]","[1, 144, 17]","[1, 380, 17]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 14]","[1, 380, 14]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 665, 11]","[1, 52, 11]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 17]","[1, 52, 17]","[1, 1962, 18]","[0, 52, 19]","[0, 52, 19]","[0, 1500, 25]","[1, 52, 25]","[0, 1500, 25]","[1, 52, 25]","[0, 664, 25]","[1, 52, 25]","[1, 116, 27]","[1, 144, 28]","[1, 380, 28]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 665, 9]","[1, 52, 9]","[1, 116, 13]","[0, 52, 14]","[1, 144, 14]","[1, 380, 15]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 665, 10]","[1, 52, 10]","[1, 116, 14]","[1, 144, 14]","[1, 380, 14]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 14]","[1, 144, 15]","[1, 380, 15]","[0, 52, 15]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 17]","[1, 144, 18]","[1, 380, 18]",112
